id,course_id,start,end,course_type,category,course_name,course_syllabus,course_keyword,course_category
8254,course-v1:Microsoft+INF204x+3T2016,2016-10-03 08:00:00,2017-01-22 08:00:00,0,,Windows 10 Features for a Mobile Workforce: Windows and Devices in the Enterprise,"This course will help the IT professional with one of their biggest challenges, moving away from an earlier version of the Windows operating system (OS) to Windows 10.","Windows 10 Features for a Mobile Workforce: Windows and Devices in the Enterprise,隨堂模式,微軟,",程式
11219,course-v1:WellesleyX+ANTH207x+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,biology,人類進化導論（2017秋）,想知道人類是從哪裏來的嗎？這門課程將通過化石、考古、基因介紹人類進化歷史。,"人類進化導論（2017秋）,隨堂模式,韋爾斯利大學,生命科學",科學
642,edX/BlendedX/_,2015-06-09 08:00:00,2016-08-18 20:00:00,0,education,混合式學習,我們不斷探索，以求將教育科技融入傳統課堂，力圖優化教學效果。,"混合式學習,隨堂模式,edX,教育",教育
2115,course-v1:TsinghuaX+30640014X+2015_T2,2015-07-15 00:00:00,2016-07-15 00:00:00,0,,宇宙中心的英語聽說課,你學習英語的目的是什麼？你想與native speaker無障礙交流嗎？讓4位老師和50多位美國、英國、加拿大、澳大利亞、哥倫比亞和中國的朋友，帶你領略一次不一樣的英語學習之旅吧。Let’s go!,"宇宙中心的英語聽說課,隨堂模式,清華大學,",語言
4602,course-v1:VPC+10610224X+2016_T1,2016-01-02 00:00:00,2016-04-02 00:00:00,0,,毛澤東思想和中國特色社會主義理論體系概論MOOC,毛澤東思想和中國特色社會主義理論體系是中國共產黨治國理政的指南針、顯微鏡和望遠鏡。本課程將帶你探索這些政治理論的來龍去脈、前因後果、微言大義和現實影響等。,"毛澤東思想和中國特色社會主義理論體系概論MOOC,隨堂模式,,",商管
7235,course-v1:edX+BlendedX+sp,2016-10-27 08:00:00,,1,social science,混合式學習（自主模式）,我們不斷探索，以求將教育科技融入傳統課堂，力圖優化教學效果。,"混合式學習（自主模式）,自主模式,edX,社科·法律",教育
8519,course-v1:uestcedu_TsinghuaX+30640014X+2016_T2,2016-11-10 00:00:00,2017-12-10 00:00:00,0,,生活英語聽說（2016春）,你想與native speaker無障礙交流嗎？讓中外老師和50多位美國、英國、愛爾蘭、加拿大、澳大利亞、哥倫比亞的朋友，帶你領略一次不一樣的英語學習之旅吧。Let’s go!,"生活英語聽說（2016春）,隨堂模式,,",語言
695,NNGLOBAL/gem01/2015_T2,2015-03-01 08:00:00,2016-09-15 00:00:00,0,,C++程序設計入門,課程分《C++語言程序設計基礎》和《C++語言程序設計進階》，各8周。 本課程爲基礎篇,"C++程序設計入門,隨堂模式,",程式
1648,course-v1:JLUx+gx01640603_103138_1+2015_T1,2015-06-18 08:00:00,2016-06-18 00:00:00,0,,人文視野中的生態學,生態與人文，看似文理兩重天，兩者卻有着盤根錯節的聯繫。本課程將領引您進入一個賞析生態學的人文視野，您會發現，人文與生活原來竟這般的,"人文視野中的生態學,隨堂模式,吉林大學,",科學
4962,course-v1:TsinghuaX+20740084X+sp,2016-08-01 08:00:00,,1,computer,基於Linux的C++（自主模式）,本課程旨在建立Linux環境下進行C++程序開發和系統編程時的正確思維和方法，構築計算思維與實踐能力之間的橋樑。,"基於Linux的C++（自主模式）,自主模式,清華大學,計算機",程式
3472,course-v1:TsinghuaX-cug+10610224X_tv+2015_T2,2015-04-08 20:00:00,2016-07-25 00:00:00,0,,毛澤東思想和中國特色社會主義理論體系概論,毛澤東思想和中國特色社會主義理論體系是中國共產黨治國理政的指南針、顯微鏡和望遠鏡。本課程將帶你探索這些政治理論的來龍去脈、前因後果、微言大義和現實影響等。,"毛澤東思想和中國特色社會主義理論體系概論,隨堂模式,,",商管
6942,course-v1:gxnun_TsinghuaX+00690242X+2016_T2,2016-08-08 00:00:00,2016-11-08 00:00:00,0,,文物精品與文化中國,本課程以精品文物作引子，將學術界探索中華文明的過程作爲線索，介紹古代中國在造船、玉器等諸多領域的傑出成就，學生可以藉此獲得對文化中國全方位的、直觀而深入的認識。,"文物精品與文化中國,隨堂模式,,",語言
5711,course-v1:swust_TsinghuaX+10610224X+2016_T1,2016-03-27 08:00:00,2016-07-15 07:00:00,0,,毛澤東思想和中國特色社會主義理論體系概論（2016春）,毛澤東思想和中國特色社會主義理論體系是中國共產黨治國理政的指南針、顯微鏡和望遠鏡。本課程將帶你探索這些政治理論的來龍去脈、前因後果、微言大義和現實影響等。,"毛澤東思想和中國特色社會主義理論體系概論（2016春）,隨堂模式,,",商管
10847,course-v1:DelftX+DPB001x+2T2017,2017-05-01 08:00:00,2017-09-01 08:00:00,0,,Design Practice in Business,Learn the essentials of design practice for developing new business opportunities and sparking innovation.,"Design Practice in Business,隨堂模式,荷蘭代爾夫特理工大學,",商管
10740,course-v1:TJU+4240001+2017_T1,2017-04-02 08:00:00,2018-04-02 00:00:00,0,,知識產權法,知識產權已成爲當今社會最重要的財產形式。知識產權生態不僅與科技、文化、商業密切相關，甚至是國際關係的焦點。系統瞭解知識產權法律制度應成爲現代科技人員的必備技能。,"知識產權法,隨堂模式,同濟大學,",商管
7222,course-v1:TsinghuaX+40050455_2X+sp,2016-08-01 08:00:00,,1,engineering,水處理工程-物化技術（自主模式）,環境工程、市政工程等專業的主幹專業課，主要講述水和廢水處理中主要的物化處理方法的基本原理、工藝構成、運行特點、工藝計算方法以及部分工程實例。該課程是從事水處理技術研究、設計以及運行管理人員的必修課。,"水處理工程-物化技術（自主模式）,自主模式,清華大學,工程",商管
11349,course-v1:UQx+MEDIAWARx+2T2017,2017-07-04 08:00:00,2017-08-28 08:00:00,0,,"Global Media, War, and Technology","Explore the intersection of information technology, violent conflict, and resistance.","Global Media, War, and Technology,隨堂模式,昆士蘭大學,",程式
3962,course-v1:CIE+THU00004X+2015_T2,2016-02-01 08:00:00,2030-01-01 02:00:00,0,,創業金融,聚焦創業企業的金融問題，包括財務預測、財務模型構建和分析、融資戰略、價值評估、股權設計等。課程注重理論知識與實務案例的融合。,"創業金融,隨堂模式,中國創業學院,",商管
1707,course-v1:TsinghuaX+20430064X+2015_T2,2015-09-18 08:00:00,2016-01-15 08:30:00,0,physics,量子力學（上）,量子力學是近代和現代物理學的理論基礎，是科學史上被實驗最精確地檢驗過的物理理論。量子世界裏充滿了奇妙，它正等着您來探祕！,"量子力學（上）,隨堂模式,清華大學,物理",科學
9126,course-v1:lagos_UC_BerkeleyX+CS169_1x+2017_T1,2014-07-31 08:00:00,2014-11-27 00:00:00,0,,"Software as a Service, Part 1",CS169.1x講授設計可持久化軟件的基礎知識，利用敏捷開發技術以及 Ruby on Rails 來開發雲服務 (SaaS)。,"Software as a Service, Part 1,隨堂模式,,",程式
573,TsinghuaX/20740084X/2015_T2,2015-09-18 08:00:00,2016-03-14 00:00:00,0,computer,基於Linux的C++（2015秋）,本課程旨在建立Linux環境下進行C++程序開發和系統編程時的正確思維和方法，構築計算思維與實踐能力之間的橋樑。,"基於Linux的C++（2015秋）,隨堂模式,清華大學,計算機",程式
11557,course-v1:CQU+TSJYSSG00017+2017_T1,2017-05-01 00:00:00,2020-05-01 00:00:00,0,,勞動尊嚴與權利保護（通識教育）,,"勞動尊嚴與權利保護（通識教育）,隨堂模式,重慶大學,",生活
11211,course-v1:JLU+00691153X+161721,2017-04-03 23:30:00,2017-09-02 23:30:00,0,,不朽的藝術：走進大師與經典(2017春),以歷史爲經線，中外比較爲緯線，以文化解讀爲主導，引導修課學生欣賞和理解中西藝術史發展中，最偉大的大藝術家及其不朽藝術傑作的美學特徵和文化精神意蘊。,"不朽的藝術：走進大師與經典(2017春),隨堂模式,吉林大學,",音樂
4196,course-v1:TsinghuaX-wut+00690242X+2015_T2,2015-03-02 10:00:00,2016-07-26 23:30:00,0,,文物精品與文化中國（2015春）,本課程以精品文物作引子，將學術界探索中華文明的過程作爲線索，介紹古代中國在造船、玉器等諸多領域的傑出成就，學生可以藉此獲得對文化中國全方位的、直觀而深入的認識。,"文物精品與文化中國（2015春）,隨堂模式,,",商管
3033,course-v1:ZWU+ZWET001+2015_T2,2014-12-12 08:00:00,2015-03-11 00:00:00,0,,e時代的大佬師——慕課教師的修煉心法,慕課正在逐漸改變着教與學的模式，將最新的教育理念和技術手段服務於教育的改革之中。本課將深入探討慕課的製作與運營，武裝每一位e時代的老師。,"e時代的大佬師——慕課教師的修煉心法,隨堂模式,,",教育
225,UC_BerkeleyX/ColWri2_1x/2014_T2,2014-09-24 00:00:00,2014-12-03 00:00:00,0,foreign language,英語寫作指導Ⅰ,針對英語語言學習者的寫作入門課程，主要關注短文寫作、語法使用和自我檢查，分爲三個部分，這是第Ⅰ部分。本課程由清華大學外國語言文學系教授合作授課，因課程爲英語寫作課程，故無中文字幕。,"英語寫作指導Ⅰ,隨堂模式,加州大學伯克利分校,外語",程式
3032,course-v1:BuuX+01030132X+2015_T2,2015-09-01 09:00:00,2016-05-27 00:00:00,0,,大學歷史與文化,"相信你渴望上大學, 但你瞭解大學的前世今生嗎? 也許你正在讀大學, 但你深入思
考過大學的意義嗎？ 甚至你讀過了大學，但你真正理解大學的價值嗎？--這門課程就是爲你開的!","大學歷史與文化,隨堂模式,,",商管
11709,course-v1:RiceX+RELI157x+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,social science,身邊的營養學（2019秋）,本課程主要通過說唱音樂來研究嘻哈文化的宗教意義。,"身邊的營養學（2019秋）,隨堂模式,萊斯大學,社科·法律",音樂
8709,course-v1:TsinghuaX+02090091X_p7+sp,2017-01-04 08:00:00,,1,,阿富汗戰爭簡介（微慕課）,本課程源自《高技術與現代局部戰爭》，帶你更加深入地認識阿富汗戰爭。,"阿富汗戰爭簡介（微慕課）,自主模式,清華大學,其他",商管
12021,course-v1:yunnan_bsxy+ks1+2017_T1,2017-06-12 08:00:00,2017-07-31 23:30:00,0,,不朽的藝術-保山學院-期末考試（畢業生）,,"不朽的藝術-保山學院-期末考試（畢業生）,隨堂模式,,",商管
508,TsinghuaX/30700313_2015X/2015_T1,2015-03-04 09:00:00,2015-07-21 00:00:00,0,social science,心理學概論（2015春）,本課程爲心理學基礎導論課，以心理學的經典理論和最新實證研究爲藍本，以積極心理學的視角，概覽式地介紹科學心理學的基本理論、基本方法、研究領域和研究進展。,"心理學概論（2015春）,隨堂模式,清華大學,社科·法律",教育
5002,course-v1:ChongQingQUniversity+STA001+201603,2017-02-15 08:00:00,2017-05-28 00:00:00,0,,概率論與數理統計,“醫院看病等候時間長是否普遍”、“城市裏汽車數量增幅比例是多少”、“兩城市的空氣質量數據分析”等等，這些隨機現象在現代生活中無處不在。該課程將引導你學習定量描述隨機現象統計規律的數學模型和計算方法。,"概率論與數理統計,隨堂模式,重慶大學,",科學
6824,course-v1:IDBx+IDB9x+2T2016,2016-10-11 08:00:00,2016-11-29 08:00:00,0,,Realidad Macroeconómica Latinoamericana,Conozca las principales características del crecimiento y la estabilidad macroeconómica de Latinoamérica y sus consecuencias sobre el nivel de vida.,"Realidad Macroeconómica Latinoamericana,隨堂模式,泛美開發銀行,",商管
11180,course-v1:RITx+PM9003x+2T2018_2,2018-08-27 08:00:00,2018-11-05 08:00:00,0,,International Project Management,Learn what makes global projects uniquely challenging and how to successfully manage projects based in different industries and countries.,"International Project Management,隨堂模式,,",商管
10573,course-v1:TsinghuaX+10610193X_03+2017_T1,2017-03-21 00:00:00,2017-06-21 00:00:00,0,,中國近現代史綱要（2017春）（03王新婷）,不懂曾經苦難就不懂昨日的反抗與革命，不懂曾經動亂就不懂今日的改革與法治，本課程將爲你概要地講述1840年以來中國人民追求民族解放與復興之路的偉大曆程。 這門課的教材是《中國近現代史綱要》，高等教育出版社，2013年修訂版；主要參考書是王憲明、蔡樂蘇主編：《中國近現代史述要》，清華大學出版社，2008年版。 這門課程一共有13周的教學內容（三篇綜述、十章正課）。每週的教學內容包含若干段教學視頻（其中十章正課後還各有一段回顧本章學習重點、難點或討論當前研究熱點問題的“Q ”視頻）。每週教學視頻後附有一定量的習題和閱讀材料。另外，我們大約每4周將安排一次線上測試，以便大家鞏固學習的內容；本學期一共有三次線上測試。 除了線上教學內容外，我們還安排了豐富的線下小班討論活動。我們將會不定期地在網上提前公佈討論的主題和閱讀材料，同學們可根據個人興趣與時間安排自願報名參與。我們的課程還將安排若干次名師輔導講座，邀請在相關領域富有研究的老師來爲同學們講解一些重大的歷史事件或問題。 對於選修《中國近現代史綱要》線上課程並希望以此獲得學分的清華大學同學，你們除了要完成以上的學習環節，還須參加期末統一組織的線下考試。最終的課程成績將,"中國近現代史綱要（2017春）（03王新婷）,隨堂模式,清華大學,",商管
1644,course-v1:TsinghuaX+70250023_2014X+2015_T1,2015-06-18 09:00:00,2016-06-18 23:00:00,0,,線性系統理論,線性系統理論是控制科學與工程學科的一門最爲基本的理論性課程，也是進一步學習控制理論其它系列課程必備的基礎。本課程強調嚴格的邏輯訓練與培養研究生創新思維並重。,"線性系統理論,隨堂模式,清華大學,",程式
6469,course-v1:XJTUMOOC+CORE0302+2016,2016-06-23 00:00:00,2016-08-01 00:00:00,0,,藝術美學（2016小學期）,藝術美學是哲學的一個重要分支，也稱爲藝術哲學。其美學思想是建立在其“同一哲學”基礎上的。它從客觀唯心主義的立場出發，強調美和藝術是絕對的象徵和體現，聲稱藝術哲學是對源自“絕對”的藝術作本質的探討，認爲“在藝術哲學劃定的哲學的特殊領域裏，我們可以看到永恆的美和一切美的原型。”,"藝術美學（2016小學期）,隨堂模式,,",藝術
8900,course-v1:dongguan+zhiye047+20161223,2016-12-23 08:00:00,2017-04-23 00:00:00,0,,軟件工程（劉強）,用正確的方式建造有價值的軟件，軟件工程課程爲您講授軟件系統的構建之道！,"軟件工程（劉強）,隨堂模式,,",程式
7778,course-v1:MITx+8.01.2x+3T2016,2016-11-23 08:00:00,2017-01-18 08:00:00,0,,Mechanics: Momentum and Energy,Learn about momentum and energy in this calculus-based physics course.,"Mechanics: Momentum and Energy,隨堂模式,麻省理工學院,",科學
4921,course-v1:TsinghuaX+30240233X_2015_T2+sp,2016-08-01 08:00:00,,1,computer,程序設計基礎（自主模式）,如何從生活中提煉算法，使計算機能象人一樣解決問題？如何運用計算思維，用計算機來提高人的能力？我們將爲你呈現一個既熟悉又陌生的精彩世界，帶你感悟不一樣的計算人生。,"程序設計基礎（自主模式）,自主模式,清華大學,計算機",程式
3019,course-v1:BIT+00612642_2015X+2015_T2,2015-09-07 12:00:00,2016-01-31 00:00:00,0,,《資治通鑑》導讀,中國史學名著《資治通鑑》蘊含豐富的治國理政經驗和社會人生哲理。通過老師導讀，同學們可深入這一經典文本內部，得以縱覽千年歷史，提升國學素養，體味人生智慧。,"《資治通鑑》導讀,隨堂模式,北京理工大學,",科學
12014,course-v1:MITx+8.01.2x+3T2017,2017-11-01 08:00:00,2018-01-03 08:00:00,0,,Mechanics: Momentum and Energy,Learn about momentum and energy in this calculus-based physics course.,"Mechanics: Momentum and Energy,隨堂模式,麻省理工學院,",科學
6430,course-v1:TsinghuaX+80512073X+2016_TS,2016-07-01 08:00:00,2016-09-01 23:30:00,0,economics,財務分析與決策（2016暑期班）,這門課程用財務語言解構企業的價值創造過程，從而幫助學習者理解影響價值創造的各種因素，建立財務思維，並具備將其應用於商業決策的能力。,"財務分析與決策（2016暑期班）,隨堂模式,清華大學,經管·會計",商管
10427,course-v1:YunnanUniversity+Li01+2017T1,2017-02-27 10:00:00,2017-06-26 12:00:00,0,,民間敘事學,,"民間敘事學,隨堂模式,,",程式
5720,course-v1:swust_TsinghuaX+00740043_2x+2016_T1,2016-03-31 14:30:00,2016-06-18 14:30:00,0,,C++語言程序設計進階 (2016春),"本課程爲進階篇， 基礎篇見
 http://www.xuetangx.com/courses/course-v1:TsinghuaX+00740043X_2015_T2+2015_T2/about
本課程的修讀對象是信息類專業的本科生。
目前在計算機軟件設計中，C++已經成爲最主要的編程語言之一。通過本課程的學習，培養學生初步掌握C++語言的基礎知識和麪向對象的基本編程方法。這樣使學生在進入畢業設計前，在計算機軟件設計方面，具有初步的專業編程的能力。爲其畢業設計和走向工作崗位打下較好的計算機軟件技術基礎。","C++語言程序設計進階 (2016春),隨堂模式,,",程式
4909,course-v1:MicrosoftX+Microsoft101+sp,2016-08-01 08:00:00,,1,computer,微軟亞洲研究院大數據系列講座（自主模式）,“這門課程涵蓋了互聯網搜索、城市計算、社會計算、軟件分析、可視化等大數據研究中的熱門和前沿領域，課程設計兼具前所未有的廣度和深度，我真誠地推薦所有對大數據研究感興趣的同學去學習這門課程。,"微軟亞洲研究院大數據系列講座（自主模式）,自主模式,Microsoft,計算機",商管
9337,course-v1:TsinghuaX+00720091X_p3+sp,2017-02-09 00:00:00,,1,education,足球運動的規則（微慕課）,本課程由清華大學教授、中國著名足球裁判員、金哨孫葆潔老師權威講解足球運動的基本規則，包括越位、犯規、場地、用球等。,"足球運動的規則（微慕課）,自主模式,清華大學,教育",運動
10622,course-v1:USMx+GBH100x+2T2017,2017-05-15 08:00:00,2017-06-22 08:00:00,0,,Global Health – The Lessons of Ebola,Become part of the global health community and prepare yourself to join teams providing care.,"Global Health – The Lessons of Ebola,隨堂模式,,",運動
111,UC_BerkeleyX/CS_184_1x/_,2014-09-15 08:00:00,2014-12-02 00:00:00,0,computer,計算機圖形學導論,CS184.1x教授計算機圖形學基礎。學生通過本課程將學會製作實時和離線光線追蹤3D場景的圖像。,"計算機圖形學導論,隨堂模式,加州伯克利大學,計算機",程式
11129,course-v1:ColumbiaX+DS101X+1T2017,2017-05-15 08:00:00,2018-05-15 08:00:00,0,,Statistical Thinking for Data Science and Analytics,Learn how statistics plays a central role in the data science approach.,"Statistical Thinking for Data Science and Analytics,隨堂模式,哥倫比亞大學,",程式
6562,course-v1:HongheUniversity+46025100+2016-2017-2,2017-08-20 00:00:00,2018-12-20 00:00:00,0,,機械製造技術基礎,"《機械製造技術基礎》是機械工程專業非常重要的一門專業主幹必修課程，課程融合了傳統制造技術與現代製造技術,集經典與創新於一體,並與實際生產技術緊密結合的一門專業基礎課。機械製造科學是研究機械製造系統、機械製造過程和機械製造手段的科學。金屬切削機牀、特種加工機牀、機器人以及機械加工工藝系統中的其他工藝設備是機械製造的主要設備和工裝，它們是機械製造賴以實現的重要手段。研究各種機械製造設備和工藝裝備的設計和製造，發展新的設備和工裝，是機械製造學科的一項重要內容。以製造一定質量的產品爲目標，研究如何以最少的消耗、最低的成本和最高的效率進行機械產品製造的綜合性技術。","機械製造技術基礎,隨堂模式,,",程式
11827,course-v1:byxy+byxy0524+2017_T2,2017-05-01 08:00:00,2017-05-03 23:30:00,0,,戰爭法,,"戰爭法,隨堂模式,,",程式
10094,course-v1:xuetangX+20170224X+2017_T1,2017-02-20 08:00:00,2017-12-31 23:30:00,0,,如何玩轉學堂雲平臺,,"如何玩轉學堂雲平臺,隨堂模式,",教育
3948,course-v1:CIE+30700313X+2015_T2,2015-11-04 09:00:00,2016-12-21 00:00:00,0,,心理學概論,本課程爲心理學基礎導論課，以心理學的經典理論和最新實證研究爲藍本，以積極心理學的視角，概覽式地介紹科學心理學的基本理論、基本方法、研究領域和研究進展。,"心理學概論,隨堂模式,中國創業學院,",教育
7279,course-v1:LouvainX+Louv4x+1T2017,2017-02-13 08:00:00,2017-04-02 08:00:00,0,,Ressources naturelles et développement durable,"<p>Analyse des défis de développement durable liés à la ruée sur les ressources naturelles (terre, eau, ressources minières, forêts...).</p>","Ressources naturelles et développement durable,隨堂模式,魯汶大學,",科學
1591,course-v1:TsinghuaX+10610204X+T2,2016-09-01 12:00:00,2016-12-30 18:00:00,0,,馬克思主義基本原理,妖魔化的馬克思主義？神化的馬克思主義？----你瞭解多少？！本課程將爲你還原真實的馬克思主義----不僅僅是一種信仰，更重要的是一個理論體系！,"馬克思主義基本原理,隨堂模式,清華大學,",程式
10211,course-v1:UBCx+SoftConst1x+3T2017,2017-08-15 08:00:00,2019-08-15 08:00:00,0,,Software Construction: Data Abstraction,"Learn powerful data abstraction and decomposition techniques to build large, complex programs.","Software Construction: Data Abstraction,隨堂模式,英屬哥倫比亞大學,",程式
8773,course-v1:glut_TsinghuaX+30700313X+2016_T2,2016-12-15 00:00:00,2017-03-15 00:00:00,0,,心理學概論,"本課程爲心理學基礎導論課，以心理學的經典理論和最新實證研究爲藍本，以積極心理學的視角，概覽式地介紹科學心理學的基本理論、基本方法、研究領域和研究進展。 

本科考覈方式包括課程作業、期中考試、期末考試，其中課程作業佔50%，期中考試佔20%，期末考試佔30%。","心理學概論,隨堂模式,,",教育
12326,course-v1:xuetangX+testvpc_20161215X+2017_T2,2017-07-12 08:00:00,2017-10-12 23:30:00,0,,如何玩轉學堂雲平臺,,"如何玩轉學堂雲平臺,隨堂模式,",教育
210,JLU/DKW002/2014_T2,2015-05-02 08:00:00,2015-12-23 00:00:00,0,,財務分析與決策,這門課程用財務語言解構企業的價值創造過程，從而幫助學習者理解影響價值創造的各種因素，建立財務思維，並具備將其應用於商業決策的能力。,"財務分析與決策,隨堂模式,吉林大學,",商管
11873,course-v1:TsinghuaX+00690863X+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,literature,唐宋詞鑑賞（2017秋）,介紹詞的起源，系統講授唐宋詞的代表作家、代表作品和重要流派，以講作品爲主，兼及歷史、民俗及人文精神。,"唐宋詞鑑賞（2017秋）,隨堂模式,清華大學,文學",音樂
9534,course-v1:sdjtu+gy001+2017-T2,2017-09-01 08:30:00,2018-01-16 00:00:00,0,,中國近現代史綱要,,"中國近現代史綱要,隨堂模式,,",運動
835,SpocDemo/30240184X/2015_T1,2015-02-26 08:00:00,2016-02-26 00:00:00,0,,數據結構,本課程旨在圍繞各類數據結構的設計與實現，揭示其中的規律原理與方法技巧；同時針對算法設計及其性能分析，使學生了解並掌握主要的套路與手段。,"數據結構,隨堂模式,",程式
6850,course-v1:CurtinX+MKT2x+3T2016,2016-10-24 08:00:00,2016-12-12 08:00:00,0,,Reputation Management in a Digital World,"Learn how to develop, manage and protect a company’s online reputation through social media including Facebook and Twitter.","Reputation Management in a Digital World,隨堂模式,澳大利亞科廷科技大學,",商管
9178,course-v1:TsinghuaX+00740043_1x+2017_T1,2017-02-20 08:00:00,2017-05-31 23:30:00,0,computer,C++語言程序設計基礎 (2017春),本課程爲基礎篇，隨堂模式， 進階篇見http://www.xuetangx.com/courses/course-v1:TsinghuaX+00740043_2x+2017_T1/about,"C++語言程序設計基礎 (2017春),隨堂模式,清華大學,計算機",程式
5746,course-v1:365dx+146+2016_T1,2016-03-01 08:00:00,2016-07-01 00:00:00,0,,心理學概論（2016春）,本課程爲心理學基礎導論課，以心理學的經典理論和最新實證研究爲藍本，以積極心理學的視角，概覽式地介紹科學心理學的基本理論、基本方法、研究領域和研究進展。,"心理學概論（2016春）,隨堂模式,,",教育
4321,course-v1:CQDD+gx01640603_103138_+2015_T2,2015-12-16 08:00:00,2016-05-27 00:00:00,0,,人文視野中的生態學,生態與人文，看似文理兩重天，兩者卻有着盤根錯節的聯繫。本課程將領引您進入一個賞析生態學的人文視野，您會發現，人文與生活原來竟這般的,"人文視野中的生態學,隨堂模式,,",科學
10380,course-v1:MITx+7.00x+1T2017,2017-03-06 08:00:00,2017-07-18 08:00:00,0,,Introduction to Biology - The Secret of Life,"Explore the secret of life through the basics of biochemistry, genetics, molecular biology, recombinant DNA, genomics and rational medicine.","Introduction to Biology - The Secret of Life,隨堂模式,麻省理工學院,",科學
4550,course-v1:TsinghuaX+00690212X+2016_T1,2016-03-14 09:00:00,2016-06-30 23:30:00,0,history,中國古代禮義文明（上）（2016春）,中國是傳承千年的禮儀之邦，中國文化的核心是禮。本課程講通過大量的文獻材料，深入淺出地講授中國古代禮儀文明的基本框架。,"中國古代禮義文明（上）（2016春）,隨堂模式,清華大學,歷史",語言
8435,course-v1:TsinghuaX+70250023X+2016_2017,2016-03-09 09:00:00,2016-07-20 00:00:00,0,,線性系統理論(2016_T2),線性系統理論是控制科學與工程學科的一門最爲基本的理論性課程，也是進一步學習控制理論其它系列課程必備的基礎。本課程強調嚴格的邏輯訓練與培養研究生創新思維並重。,"線性系統理論(2016_T2),隨堂模式,清華大學,",商管
8924,course-v1:dongguan+zhiye061+20161223,2016-12-23 08:00:00,2017-04-23 00:00:00,0,,醫學寄生蟲學,通過對社會創新領域專業與通識內容的廣泛學習、探索與實踐，全面多角度地瞭解和掌握社會創新的基本理論與方法。,"醫學寄生蟲學,隨堂模式,,",商管
6576,course-v1:zhongrongxin+fw009+2016_7,2016-07-04 08:00:00,2017-04-30 00:00:00,0,,辦公區小屏打印機掃描及U盤打印使用教程,辦公區小屏打印機掃描及U盤打印使用教程,"辦公區小屏打印機掃描及U盤打印使用教程,隨堂模式,,",運動
1446,course-v1:RiceX+AdvBIO_5x+_,2015-08-11 09:00:00,2015-09-14 10:30:00,0,biology,AP*備考——生物學，第五部分：複習及考前準備,本課程爲備考AP生物學考試系列課程最後一部分，旨在幫助你準備AP*生物學考試。,"AP*備考——生物學，第五部分：複習及考前準備,隨堂模式,萊斯大學,生命科學",科學
4974,course-v1:TsinghuaX+20250103X+sp,2015-09-21 08:00:00,,1,electrical,數字電子技術基礎（自主模式）,電子技術的應用“無所不在”。不管哪個領域、哪個行業，爲實現現代化、自動化、信息化，就必須配以電子系統。“電子技術基礎”課程教授實現電子系統必備的基礎知識。,"數字電子技術基礎（自主模式）,自主模式,清華大學,電子,工程",商管
2087,course-v1:TsinghuaX+HBMK001+2015_T2,2015-07-01 00:00:00,2016-05-26 00:00:00,0,,e時代的大佬師——慕課教師的修煉心法,慕課正在逐漸改變着教與學的模式，將最新的教育理念和技術手段服務於教育的改革之中。本課將深入探討慕課的製作與運營，武裝每一位e時代的老師。,"e時代的大佬師——慕課教師的修煉心法,隨堂模式,清華大學,",教育
9410,course-v1:ZK+07726+J,2018-01-01 08:00:00,2020-01-01 00:00:00,0,,07726-物流經濟學,,"07726-物流經濟學,隨堂模式,,",商管
2046,course-v1:HIT+13SC20301820+2015_T2,2015-09-01 09:00:00,2016-01-24 23:30:00,0,economics,會計信息系統,“會計信息系統”是會計學專業必修的核心課程。要求掌握系統設計思想、研發方法、內部機理、數據結構、處理流程和基本功能。,"會計信息系統,隨堂模式,哈爾濱工業大學,經管·會計",商管
8576,course-v1:NBUX+MH001x+sp,2016-11-26 10:00:00,,1,social science,音樂與健康（自主模式）,你想知道爲什麼歌唱家特別長壽的祕訣嗎？聽古典音樂能使你變得更聰明嗎？失眠了怎麼給自己開一劑音樂處方？歐陽修用了什麼音樂方法治好了自己的憂鬱症？音樂是日常生活中必不可少的心靈良藥，而健康又是人生永恆的追求，這兩者之間到底有哪些關聯呢？本課程精心設計了音樂與健康、治療、養生、音樂處方單等八個專題的內容，適合喜愛音樂和關注身心健康的人羣。課程內容新穎、實用，講授通俗易懂，師生互動自然而和諧，適合普通大衆也適合全體大學生。,"音樂與健康（自主模式）,自主模式,寧波大學,社科·法律,藝術·設計,其他",音樂
1978,course-v1:TsinghuaX+10800032X+2015_T2,2015-07-09 00:00:00,2016-07-09 00:00:00,0,,外國工藝美術史,本課程爲清華大學人文素質核心課程。一部工藝美術史，是人類文明不斷發展、演變和進步歷程的形象記錄。,"外國工藝美術史,隨堂模式,清華大學,",藝術
6922,course-v1:TsinghuaX+AP000004X+2016-2,2016-09-16 08:00:00,2017-01-08 23:30:00,0,math,簡明線性代數（2016秋）,電影Matrix (黑客帝國) 的原意是“矩陣”，那矩陣到底有何奧妙之處呢？本課程以矩陣爲核心內容，介紹大學課程《線性代數》的基本知識。,"簡明線性代數（2016秋）,隨堂模式,清華大學,數學",商管
